,Address,Price,Beds,Contact
0,"343 S Dearborn St, Chicago, IL ","$1,570 - 3,670",Studio - 2 Bed,844-223-8118
1,"2623-2627 N Clark St, Chicago, IL ","$2,020 - 2,310",Studio - 3 Bed,844-833-4567
2,"850 N Lake Shore Dr, Chicago, IL ","$1,939 - 18,032",Studio - 3 Bed,312-462-1903
3,"2933 N Sheridan Rd, Chicago, IL ","$1,730 - 2,725",1-3 Bed,888-463-3217
4,"639-655 W Grace St, Chicago, IL ","$1,070 - 1,440",Studio - 2 Bed,773-596-9611
5,"1935 S Wabash Ave, Chicago, IL ","$1,588 - 3,340",1-3 Bed,855-248-5919
6,"2851 S Martin Luther King Dr, Chicago, IL ","$943 - 8,950",Studio - 3 Bed,844-827-1869
7,"555 W Kinzie St, Chicago, IL ","$1,677 - 3,802",Studio - 3 Bed,312-288-8972
8,"1936 N Clark St, Chicago, IL ","$1,015 - 3,000",Studio - 2 Bed,312-546-4883
9,"167 W Erie St, Chicago, IL ","$1,813 - 5,131",Studio - 3 Bed,844-249-5467
10,"24 S Morgan St, Chicago, IL ","$2,055 - 6,545",1-3 Bed,312-283-3511
11,"833 N Clark St, Chicago, IL ","$1,935 - 15,395",Studio - 3 Bed,844-489-9630
12,"601 W Jackson Blvd, Chicago, IL ","$1,848 - 5,101",Studio - 2 Bed,844-443-8919
13,"65 E Scott St, Chicago, IL ","$1,400 - 2,500",Studio - 2 Bed,312-638-2436
14,"860 N Dewitt Pl, Chicago, IL ","$1,560 - 4,205",Studio - 2 Bed,844-772-4370
15,"200 E Illinois St, Chicago, IL ","$1,990 - 10,325",Studio - 3 Bed,773-273-6395
16,"2300 S Michigan Ave, Chicago, IL ","$1,520 - 2,705",1-2 Bed,312-646-4878
17,"420 E Ohio St, Chicago, IL ","$1,740 - 4,320",Studio - 3 Bed,888-380-0393
18,"1340 N Astor St, Chicago, IL ","$1,850 - 2,800",Studio - 2 Bed,866-359-3415
19,"5140 S Hyde Park Blvd, Chicago, IL ","$1,860 - 3,467",1-3 Bed,773-432-4830
20,"71 W Hubbard St, Chicago, IL ","$1,876 - 7,116",Studio - 3 Bed,312-219-9513
21,"765 W Adams St, Chicago, IL ","$1,842 - 7,825",Studio - 3 Bed,773-675-1174
22,"5105 S Harper Ave, Chicago, IL ","$2,154 - 5,531",1-3 Bed,773-313-3660
23,"833 W Buena Ave, Chicago, IL ","$1,315 - 1,905",1-3 Bed,844-812-0763
