,Address,Price,Beds,Contact
0,"5441 NE NEast River Rd, Chicago, IL ","$905 - 2,325",Studio - 4 Bed,866-794-5357
1,"930 W Altgeld St, Chicago, IL ","$1,887 - 13,225",Studio - 3 Bed,847-440-3110
2,"8 W Chestnut St, Chicago, IL ","$1,969 - 3,139",1-2 Bed,312-646-4941
3,"2545 W Fitch Ave, Chicago, IL ","$1,050 - 1,200",Studio - 2 Bed,847-447-2328
4,"625 W Division St, Chicago, IL ","$1,710 - 3,525",Studio - 2 Bed,844-744-1411
5,"730 W Couch Pl, Chicago, IL ","$1,908 - 7,485",Studio - 3 Bed,844-294-8524
6,"1001 S State St, Chicago, IL ","$2,012 - 7,937",Studio - 3 Bed,844-843-7332
7,"505 N State St, Chicago, IL ","$1,964 - 6,792",1-3 Bed,844-589-7689
8,"343 W Wolf Point Plz, Chicago, IL ","$2,085 - 8,294",Studio - 3 Bed,844-811-0188
9,"365 N Halsted St, Chicago, IL ","$1,700 - 6,550",Studio - 3 Bed,844-368-4250
10,"1136-1140 S Wabash Ave, Chicago, IL ","$1,720 - 3,580",Studio - 2 Bed,844-257-2159
11,"1210 S Indiana Ave, Chicago, IL ","$1,926 - 25,000",Studio - 4 Bed,844-209-4368
12,"808 S Michigan Ave, Chicago, IL ","$1,700 - 12,300",Studio - 4 Bed,844-255-3461
13,"169 W Huron St, Chicago, IL ","$1,895 - 5,682",Studio - 2 Bed,847-979-4467
14,"205 S Peoria, Chicago, IL ","$1,971 - 4,585",Studio - 2 Bed,844-262-1862
15,"2048 W Chicago Ave, Chicago, IL ","$1,050 - 1,675",,516-855-3566
16,"330 S Wells St, Chicago, IL ","$1,899 - 2,420",Studio - 1 Bed,630-413-4560
17,"343 S Dearborn St, Chicago, IL ","$1,585 - 3,670",Studio - 2 Bed,844-223-8118
18,"320 W Illinois St, Chicago, IL ","$1,710 - 3,955",Studio - 2 Bed,844-402-3801
19,"2623-2627 N Clark St, Chicago, IL ","$1,733 - 1,743",Studio - 2 Bed,844-833-4567
20,"1 W Superior St, Chicago, IL ","$1,635 - 5,335",Studio - 2 Bed,312-219-9516
21,"225 N Columbus Dr, Chicago, IL ","$1,928 - 6,541",Studio - 2 Bed,866-933-3491
22,"1935 S Wabash Ave, Chicago, IL ","$1,620 - 3,799",1-3 Bed,855-248-5919
23,"210 N Wells St, Chicago, IL ","$1,795 - 3,205",Studio - 2 Bed,773-309-4855
