,Address,Price,Beds,Contact
0,"808 W Van Buren St, Chicago, IL ","$1,945 - 3,650",Studio - 2 Bed,844-694-6517
1,"169 W Huron St, Chicago, IL ","$1,885 - 5,577",Studio - 2 Bed,847-979-4467
2,"5527-5454 S Everett Ave, Chicago, IL ","$753 - 2,077",Studio - 2 Bed,844-285-1275
3,"215 W Lake St, Chicago, IL ","$2,035 - 5,585",Studio - 3 Bed,224-220-3563
4,"420 E Ohio St, Chicago, IL ","$1,740 - 4,320",Studio - 3 Bed,888-380-0393
5,"500 N Milwaukee Ave, Chicago, IL ","$1,690 - 6,848",Studio - 3 Bed,312-964-3768
6,"306 Jefferson St, Chicago, IL ","$1,799 - 4,971",Studio - 2 Bed,844-443-8919
7,"200 E Illinois St, Chicago, IL ","$1,965 - 10,325",Studio - 3 Bed,773-273-6395
8,"2300 S Michigan Ave, Chicago, IL ","$1,520 - 2,705",1-2 Bed,312-646-4878
9,"555 W Madison St, Chicago, IL ","$1,405 - 3,030",Studio - 2 Bed,888-692-0211
10,"175 N Harbor Dr, Chicago, IL ","$1,743 - 5,252",Studio - 3 Bed,888-767-6014
11,"1350 N Wells St, Chicago, IL ","$1,650 - 4,140",Studio - 2 Bed,866-854-1757
12,"4334 N Hazel St, Chicago, IL ","$1,335 - 2,580",Studio - 2 Bed,888-769-6192
13,"320 W Illinois St, Chicago, IL ","$1,470 - 3,500",Studio - 2 Bed,844-402-3801
14,"2851 S Martin Luther King Dr, Chicago, IL ","$936 - 8,216",Studio - 3 Bed,844-827-1869
15,"1350 N Lake Shore Dr, Chicago, IL ","$1,321 - 10,256",Studio - 2 Bed,844-740-9960
16,"730 W Couch Pl, Chicago, IL ","$1,657 - 13,865",Studio - 3 Bed,844-294-8524
17,"167 W Erie St, Chicago, IL ","$1,883 - 5,595",Studio - 3 Bed,844-249-5467
18,"1333 S Wabash Ave, Chicago, IL ","$1,962 - 7,534",1-3 Bed,312-767-5990
19,"165 W Superior, Chicago, IL ","$1,817 - 5,509",Studio - 3 Bed,844-214-0691
20,"343 W Wolf Point Plz, Chicago, IL ","$1,997 - 28,212",Studio - 3 Bed,844-811-0188
21,"1136-1140 S Wabash Ave, Chicago, IL ","$1,445 - 3,370",Studio - 2 Bed,312-637-6585
22,"225 N Columbus Dr, Chicago, IL ","$1,727 - 6,383",Studio - 2 Bed,866-933-3491
23,"445 E Ohio St, Chicago, IL ","$1,492 - 2,425",Studio - 2 Bed,877-395-7096
