,Address,Price,Beds,Contact
0,"1457 N Halsted St, Chicago, IL ","$2,309 - 5,936",Studio - 2 Beds,(708) 919-2291
1,"234 W Polk St, Chicago, IL ","$2,170 - 5,365",Studio - 3 Beds,(855) 647-4540
2,"5630 N Sheridan Rd, Chicago, IL ","$1,130 - 1,550",Studio - 1 Bed,(224) 344-1827
3,"930 W Altgeld St, Chicago, IL ","$2,170 - 14,700",Studio - 3 Beds,(708) 512-8807
4,"5252 S Cornell Ave, Chicago, IL ","$2,450 - 9,853",Studio - 3 Beds,(219) 600-3503
5,"1950 N Campbell Ave, Chicago, IL ","$2,400 - 3,900",1-2 Beds,(224) 442-8203
6,"121 W Chestnut St, Chicago, IL ","$2,241 - 11,979",Studio - 3 Beds,(708) 775-3701
7,"340 E North Water St, Chicago, IL ","$2,234 - 12,074",Studio - 3 Beds,(708) 329-0750
8,"2552 N Milwaukee Ave, Chicago, IL ","$2,040 - 5,000",Studio - 2 Beds,(708) 938-3337
9,"205 S Peoria, Chicago, IL ","$2,217 - 4,826",Studio - 2 Beds,(708) 775-3278
10,"1210 N State Pkwy, Chicago, IL ","$2,990 - 6,423",Studio - 2 Beds,(708) 683-3938
11,"11 S Green St, Chicago, IL ","$2,087 - 8,581",Studio - 2 Beds,(708) 303-6734
12,"2300 N Lincoln Park, Chicago, IL ","$2,610 - 8,403",Studio - 3 Beds,(224) 470-7746
13,"8 E Huron St, Chicago, IL ","$2,580 - 7,045",1-3 Beds,(708) 393-2727
14,"808 N Wells St, Chicago, IL ","$1,975 - 6,009",Studio - 2 Beds,(708) 919-3074
15,"747 N Wabash Ave, Chicago, IL ","$2,209 - 5,797",Studio - 2 Beds,(708) 775-2468
16,"833 N Clark St, Chicago, IL ","$2,581 - 17,000",Studio - 3 Beds,(708) 665-2652
17,"922 W Washington Blvd, Chicago, IL ","$2,596 - 5,114",1-2 Beds,(708) 775-3769
18,"1935 S Wabash Ave, Chicago, IL ","$2,385 - 4,580",1-2 Beds,(708) 919-2774
19,"2345 N Lincoln Ave, Chicago, IL ","$2,334 - 7,802",Studio - 3 Beds,(224) 998-0053
20,"465 N Park Dr, Chicago, IL ","$2,433 - 20,596",Studio - 3 Beds,(708) 725-1453
21,"166 N Aberdeen St, Chicago, IL ","$2,295 - 9,745",Studio - 3 Beds,(708) 393-8249
22,"200 E Illinois St, Chicago, IL ","$2,476 - 10,213",1-3 Beds,(708) 665-2628
23,"840 W Blackhawk St, Chicago, IL ","$2,254 - 4,134",Studio - 2 Beds,(708) 303-7522
