,Address,Price,Beds,Contact
0,N Lake Shore Dr Chicago 60610,"$1,272 - $3,146",Studio - 2 Br,312-462-0403
1,1130 S Michigan Ave Chicago 60605,"$1,420 - $4,847",Studio - 2 Br,866-610-8317
2,25 W Randolph St Chicago 60602,"$1,915 - $7,987",Studio - 3 Br,844-808-9214
3,1001 S State St Chicago 60605,"$1,610 - $5,735",Studio - 3 Br,844-843-7332
4,1164-1212 W Madison St Chicago 60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
5,910 W Huron St Chicago 60642,"$1,915 - $2,985",Studio - 4 Br,844-741-2982
6,161 W Kinzie St Chicago 60654,"$1,845 - $6,337",Studio - 2 Br,844-892-1659
7,400 N McClurg Ct Chicago 60611,"$1,840 - $2,515",Studio - 2 Br,844-482-6861
8,S LAKE SHORE Dr Chicago 60615,"$1,467 - $3,630",Studio - 3 Br,866-611-2494
9,5454 S Shore Dr Chicago 60615,"$1,595 - $4,785",1-3 Br,844-815-4511
10,4726-4740 S Woodlawn Ave Chicago 60615,"$875 - $1,710",Studio - 2 Br,844-265-5221
11,1 W Superior St Chicago 60654,"$1,700 - $4,239",Studio - 2 Br,312-219-9516
12,200 E Illinois St Chicago 60611,"$2,373 - $12,878",Studio - 3 Br,773-273-6395
13,500 N Milwaukee Ave Chicago 60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
14,625 W Division St Chicago 60610,"$1,875 - $3,650",Studio - 2 Br,844-525-6919
15,707 N Wells St Chicago 60654,"$2,707 - $5,521",1-3 Br,844-837-3913
16,840 W Blackhawk St Chicago 60642,"$1,981 - $4,394",Studio - 2 Br,866-958-8596
17,601 W Jackson Blvd Chicago 60661,"$1,466 - $4,840",Studio - 2 Br,844-443-8919
18,420 E Ohio St Chicago 60611,"$1,605 - $4,600",Studio - 3 Br,888-380-0393
19,545 N McClurg Ct Chicago 60611,"$1,766 - $8,805",Studio - 3 Br,844-382-0901
20,1333 S Wabash Ave Chicago 60605,"$1,815 - $3,800",1-2 Br,844-813-9138
21,E South Water St Chicago 60601,"$1,696 - $5,504",Studio - 2 Br,312-288-8069
22,W Wolf Point Plz Chicago 60654,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
23,345 E Wacker Dr Chicago 60601,"$2,151 - $4,813",Studio - 3 Br,773-904-9571
