,Address,Price,Beds,Contact
0,"1209 W Arthur Ave, Chicago, IL ","$1,375 - 1,667",Studio - 2 Bed,773-649-4071
1,"8 W Chestnut St, Chicago, IL ","$1,834 - 2,979",1-2 Bed,312-646-4941
2,"808 W Van Buren St, Chicago, IL ","$1,945 - 3,650",Studio - 2 Bed,844-694-6517
3,"169 W Huron St, Chicago, IL ","$1,835 - 5,577",Studio - 2 Bed,847-979-4467
4,"1 W Superior St, Chicago, IL ","$1,532 - 3,592",Studio - 2 Bed,312-219-9516
5,"215 W Lake St, Chicago, IL ","$1,975 - 5,585",Studio - 3 Bed,224-220-3563
6,"1401 S State St, Chicago, IL ","$1,665 - 3,485",Studio - 2 Bed,844-613-0088
7,"420 E Ohio St, Chicago, IL ","$1,740 - 4,425",Studio - 3 Bed,888-380-0393
8,"500 N Milwaukee Ave, Chicago, IL ","$1,672 - 6,420",Studio - 3 Bed,312-964-3768
9,"306 Jefferson St, Chicago, IL ","$1,717 - 4,643",Studio - 2 Bed,844-443-8919
10,"200 N Michigan Ave, Chicago, IL ","$2,014 - 4,652",Studio - 2 Bed,844-655-0458
11,"200 E Illinois St, Chicago, IL ","$1,890 - 10,325",Studio - 3 Bed,773-273-6395
12,"2851 S Martin Luther King Dr, Chicago, IL ","$814 - 6,682",Studio - 3 Bed,844-827-1869
13,"555 W Madison St, Chicago, IL ","$1,395 - 3,275",Studio - 2 Bed,888-692-0211
14,"175 N Harbor Dr, Chicago, IL ","$1,788 - 5,499",Studio - 3 Bed,888-767-6014
15,"1350 N Wells St, Chicago, IL ","$1,590 - 4,060",Studio - 2 Bed,866-854-1757
16,"4334 N Hazel St, Chicago, IL ","$1,425 - 2,485",Studio - 2 Bed,888-769-6192
17,"1350 N Lake Shore Dr, Chicago, IL ","$1,298 - 10,269",Studio - 2 Bed,844-740-9960
18,"320 W Illinois St, Chicago, IL ","$1,400 - 3,500",Studio - 2 Bed,844-402-3801
19,"730 W Couch Pl, Chicago, IL ","$2,099 - 14,491",Studio - 3 Bed,844-294-8524
20,"167 W Erie St, Chicago, IL ","$1,863 - 5,595",Studio - 3 Bed,844-249-5467
21,"165 W Superior, Chicago, IL ","$1,752 - 5,048",Studio - 3 Bed,844-214-0691
22,"343 W Wolf Point Plz, Chicago, IL ","$2,049 - 10,791",Studio - 3 Bed,844-811-0188
