,Address,Price,Beds,Contact
0,"5140 S Hyde Park Blvd, Chicago, IL ","$1,462 - 6,022",1-3 Bed,773-432-4830
1,"4334 N Hazel St, Chicago, IL ","$1,385 - 3,050",Studio - 2 Bed,888-769-6192
2,"2851 S Martin Luther King Dr, Chicago, IL ","$743 - 12,108",Studio - 3 Bed,844-827-1869
3,"1350 N Lake Shore Dr, Chicago, IL ","$1,522 - 2,705",Studio - 2 Bed,844-740-9960
4,"730 W Couch Pl, Chicago, IL ","$1,835 - 5,560",Studio - 3 Bed,844-294-8524
5,"167 W Erie St, Chicago, IL ","$1,813 - 5,916",Studio - 3 Bed,844-249-5467
6,"1333 S Wabash Ave, Chicago, IL ","$1,886 - 7,534",1-3 Bed,312-767-5990
7,"165 W Superior, Chicago, IL ","$1,918 - 7,803",Studio - 3 Bed,844-214-0691
8,"343 W Wolf Point Plz, Chicago, IL ","$1,671 - 19,604",Studio - 3 Bed,844-811-0188
9,"225 N Columbus Dr, Chicago, IL ","$1,807 - 5,194",Studio - 2 Bed,866-933-3491
10,"445 E Ohio St, Chicago, IL ","$1,450 - 2,662",Studio - 2 Bed,877-395-7096
11,"555 W Kinzie St, Chicago, IL ","$1,582 - 5,573",Studio - 3 Bed,312-288-8972
12,"345 E Wacker Dr, Chicago, IL ","$1,815 - 3,094",Studio - 3 Bed,773-904-9571
13,"545 N McClurg Ct, Chicago, IL ","$2,190 - 8,005",Studio - 3 Bed,844-382-0901
14,"2933 N Sheridan Rd, Chicago, IL ","$1,735 - 2,575",1-3 Bed,888-463-3217
15,"833 W Buena Ave, Chicago, IL ","$1,275 - 1,905",1-3 Bed,844-812-0763
16,"24 S Morgan St, Chicago, IL ","$2,310 - 6,305",1-3 Bed,312-283-3511
17,"801 S Financial Pl, Chicago, IL ","$1,644 - 4,681",Studio - 3 Bed,844-882-1374
18,"123 N Desplaines St, Chicago, IL ","$2,045 - 5,438",Studio - 3 Bed,779-227-6327
19,"850 N Lake Shore Dr, Chicago, IL ","$3,055 - 7,513",Studio - 3 Bed,312-462-1903
